618	293
625	312
632	308
634	312
648	300
654	308
660	307
660	314
662	316
664	312
671	312
672	316
675	317
676	323
673	326
669	325
667	329
664	321
659	320
658	324
658	328
659	333
656	339
654	337
655	334
655	330
650	332
646	332
640	339
634	347
634	348
628	352
625	349
625	340
622	342
619	339
620	334
611	302
614	296
-1	-1	
502	247	
509	246
514	254
523	255
526	259
538	264
536	273
543	276
546	273
555	274
558	276
564	275
577	270
581	273
578	279
573	294
573	297
578	294
577	287
585	275
589	278
591	274
599	273
610	288
610	296
610	298
605	298
571	329
560	321
557	326
567	334
557	342
543	338
538	333
529	329
525	319
528	313
533	313
541	308
546	301
546	296
543	289
532	279
526	267
521	265
516	264
514	259
509	254
504	253
-1	-1	
499	243	
503	251
508	255
513	260
516	265
519	264
525	267
528	270
531	276
532	281
544	291
545	294
545	300
542	308
528	313
526	318
529	327
538	333
543	338
557	341
567	332
558	325
560	321
568	328
606	298
610	302
603	310
602	329
592	342
587	341
558	364
559	379
554	384
549	398
550	412
548	422
551	423
552	417
553	409
556	395
562	383
569	373
580	367
586	373
580	385
565	400
565	407
562	412
558	413
556	425
560	446
555	452
532	465
526	460
517	464
506	464
499	464
487	464
483	455
477	453
459	401
464	399
461	396
462	386
458	384
449	369
445	364
444	358
451	348
452	335
454	331
451	331
441	311
435	311
429	306
431	292
420	277
420	270
412	263
416	257
428	253
436	248
444	249
445	253
454	253
455	256
464	255
466	254
472	263
466	268
475	267
480	276
477	280
480	282
489	275
495	278
502	265
499	255
498	252
-1	-1	
577	360	
575	355
586	352
591	352
593	349
595	352
599	353
597	355
592	355
588	357
578	358
-1	-1	
598	387	
602	389
607	389
610	387
614	384
615	387
618	389
613	390
609	392
606	393
604	394
601	392
597	389
-1	-1	
624	367	
626	371
627	371
629	374
630	378
635	375
637	380
632	389
625	385
625	369
-1	-1	
627	390	
631	392
621	409
615	419
615	429
614	433
610	439
609	436
604	436
601	431
603	422
609	412
614	408
614	405
612	404
608	407
607	406
609	400
625	390
631	391
-1	-1	
563	410
566	401
578	386
583	388
588	385
591	387
590	393
598	396
603	397
608	400
608	405
605	406
594	424
589	428
580	427
571	410
566	408
562	409
-1	-1	
374	358	
379	363
389	363
401	364
408	364
412	362
421	365
428	382
435	396
446	400
447	405
450	408
453	406
455	402
455	399
462	401
476	452
483	455
488	464
499	463
507	465
518	464
526	461
533	465
531	469
525	473
521	480
514	488
512	493
503	492
495	504
498	509
498	512
489	520
483	520
470	534
468	530
469	525
469	519
474	516
470	507
472	501
468	492
476	489
485	490
475	481
447	483
440	482
427	463
420	463
414	458
408	460
404	454
398	458
390	471
373	475
360	470
348	471
343	467
338	419
373	358
-1	-1	
440	390	
432	385
436	385
440	385
441	389
-1	-1	
374	357	
337	418
340	467
288	475
280	322
324	317
326	323
326	332
330	334
331	331
337	335
345	351
353	349
-1	-1	
280	322	
287	474
215	468
230	322
280	322
-1	-1	
169	310	
230	323
214	468
182	464
177	456
178	448
159	405
148	394
-1	-1	
169	310	
148	395
160	406
160	407
176	446
178	454
184	464
108	445
107	438
97	425
99	422
89	412
88	409
81	405
83	398
81	392
83	385
80	382
78	374
82	367
77	352
83	343
87	340
87	329
77	318
81	305
78	272
63	271
60	256
76	268
-1	-1	
116	140	
50	245
76	267
149	301
146	293
134	277
135	273
126	258
131	234
123	218
129	208
128	199
129	193
120	180
127	168
129	162
123	147
-1	-1	
129	163	
128	167
121	179
129	192
128	199
129	208
124	217
130	232
126	257
135	273
135	276
146	292
149	302
169	310
229	322
280	322
281	270
240	258
239	244
218	243
191	208
200	185
196	185
194	176
188	175
182	178
183	170
180	170
173	173
171	162
163	168
147	167
147	164
159	161
149	158
139	161
136	166
-1	-1	
207	115	
213	119
221	120
224	129
222	135
212	139
205	146
201	152
192	156
187	153
186	148
184	138
189	133
195	126
199	120
204	116
-1	-1	
230	139	
222	141
215	145
211	152
211	158
219	160
215	164
212	166
214	170
220	171
227	173
233	176
232	179
225	175
218	177
217	179
250	184
254	160
248	150
240	147
238	143
229	144
-1	-1	
243	83
234	84
223	93
230	100
238	93
239	95
245	96
249	90
-1	-1	
249	98
240	100
237	107
241	112
247	112
254	113
255	108
253	100
247	98
-1	-1	
256	115
252	117
248	118
246	121
250	123
256	119
256	113
-1	-1	
201	186	
193	207
218	243
239	245
240	258
282	271
281	322
325	317
323	310
329	297
338	280
341	275
334	268
330	263
340	265
345	257
357	254
357	244
341	238
341	235
351	235
356	231
357	225
353	223
357	220
366	220
376	210
376	199
370	192
370	188
360	178
352	179
353	188
349	212
339	205
339	193
336	194
331	197
327	195
326	187
321	186
320	180
315	167
308	162
300	171
301	183
310	191
314	204
310	210
307	218
303	208
295	208
294	213
298	218
291	216
276	215
266	215
263	203
248	210
252	222
250	226
245	224
245	218
240	212
231	213
216	209
220	203
217	194
209	193
-1	-1	
371	261	
367	258
359	260
362	254
359	245
360	238
362	232
370	233
375	237
385	238
389	244
395	245
394	252
385	254
378	250
378	254
-1	-1	
407	263
408	270
408	275
406	270
403	267
-1	-1	
386	259
390	264
388	268
386	272
382	272
382	268
-1	-1	
410	252
410	247
405	245
406	250
409	251
-1	-1	
412	240
414	243
412	244
411	239
-1	-1	
215	179	
250	183
252	162
257	162
254	152
254	146
254	143
264	147
266	162
270	173
270	177
276	175
281	187
275	190
277	197
271	202
260	199
256	195
248	199
225	202
211	182
-1	-1	
250	208
248	210
245	208
245	206
250	202
254	198
259	203
255	202
250	204
249	207
-1	-1	
295	188
301	191
303	198
306	200
300	203
293	199
289	196
293	194
295	186
-1	-1	
272	148	
279	155
285	167
295	168
296	148
290	144
294	135
286	135
281	136
278	142
281	147
280	151
277	147
-1	-1	
299	129
299	137
298	144
303	154
305	151
305	148
310	146
313	142
316	135
312	129
304	127
-1	-1	
254	120
255	113
257	110
261	109
262	101
261	98
264	93
272	101
274	110
269	116
259	118
257	118
257	117
-1	-1	
259	79
268	82
264	86
260	89
256	87
-1	-1	
259	72
264	78
267	73
264	71
260	72
-1	-1	
292	107
283	107
289	119
295	120
300	116
300	109
299	103
290	98
290	106
284	106
-1	-1	
309	122	
304	119
305	110
315	114
315	110
306	105
301	94
329	107
335	108
340	103
347	100
355	107
352	111
343	118
330	122
321	121
313	118
310	122
-1	-1	
331	127	
323	132
323	142
322	148
325	159
334	162
333	167
329	166
332	172
339	171
343	176
349	175
355	175
361	167
371	168
373	162
380	167
389	171
390	176
395	175
411	180
415	196
414	200
418	208
408	219
403	220
403	232
414	224
416	228
420	219
431	227
441	227
445	235
455	231
460	234
465	229
473	230
478	227
454	218
455	215
466	219
478	214
477	208
473	200
468	200
465	195
455	196
446	189
444	183
466	185
466	179
469	172
465	169
467	166
464	160
453	165
445	157
428	161
426	151
420	147
419	142
413	141
412	138
399	140
394	135
384	135
376	129
374	132
367	127
357	141
356	134
345	125
338	139
341	151
343	160
341	154
337	152
335	143
332	131
329	126
-1	-1	
357	131
365	128
367	123
361	120
354	120
352	123
354	130
-1	-1	
347	94	
353	88
343	85
343	79
349	70
347	60
342	59
344	54
346	50
351	41
354	37
351	25
353	19
347	21
353	14
352	7
345	2
336	7
323	11
324	19
327	25
317	23
310	28
312	36
319	37
320	44
327	39
336	35
335	37
328	48
324	48
323	54
330	59
334	64
324	68
324	77
329	77
334	76
335	82
326	81
326	84
322	89
326	97
336	91
-1	-1	
314	79
321	76
323	65
311	44
305	42
301	47
298	50
303	56
300	60
310	63
307	66
307	75
-1	-1	
299	74
303	78
300	84
295	80
295	76
298	73
-1	-1	
277	68
281	63
287	67
291	76
291	83
284	81
279	78
282	73
-1	-1	
305	85
310	87
310	89
-1	-1	
101	448	
103	445
94	430
92	426
93	422
84	413
79	409
75	403
72	403
75	408
72	413
76	417
80	422
84	423
81	426
94	445
-1	-1	

